ID,Name,Country,League,Club
p237994,Barrios,Argentina,Libertadores,San Lorenzo
p245275,Bašić,Croatia,Serie A Enilive,Latium
p227055,Gelson Martins,Portugal,Hellas Liga,Olympiacos FC
p220570,Bednarek,Poland,Premier League,Southampton
p247497,Bella Kotchap,Germany,Premier League,Southampton
p234728,Bénes,Slovakia,Bundesliga,Union Berlin
p222724,Benson,Angola,EFL Championship,Burnley
p184111,Benteke,Belgium,MLS,D.C. United
p237003,Birindelli,Italy,Serie A Enilive,Monza
p261987,Antonio Blanco,Spain,LALIGA EA SPORTS,D. Alavés
p211101,Rubén Blanco,Spain,Ligue 1 McDonald's,OM
p237525,Bodart,Belgium,1A Pro League,Standard Liège
p248698,Bondar,Ukraine,Ukrayina Liha,Shakhtar Donetsk
p242663,Bornauw,Belgium,Bundesliga,VfL Wolfsburg
p215199,Botta,Argentina,Libertadores,Talleres
p262171,Bove,Italy,Serie A Enilive,Fiorentina
p220196,Brooks,Wales,Premier League,AFC Bournemouth
p220659,Brownhill,England,EFL Championship,Burnley
p253019,Brunori,Italy,Serie BKT,Palermo
p244788,Bucha,Czech Republic,MLS,FC Cincinnati
p246800,Buchanan,Canada,Serie A Enilive,Lombardia FC
p224438,Buksa,Poland,3F Superliga,FC Midtjylland
p244050,Burger,Holland,EFL Championship,Stoke City
p251870,Cabal,Colombia,Serie A Enilive,Juventus
p192816,Cabrera,Uruguay,LALIGA EA SPORTS,RCD Espanyol
p236636,Caci,France,Bundesliga,1. FSV Mainz 05
p268703,Cambiaghi,Italy,Serie A Enilive,Bologna
p225748,Cantwell,England,EFL Championship,Blackburn Rovers
p255303,Caprile,Italy,Serie A Enilive,SSC Napoli
p236033,Dani Cárdenas,Spain,LALIGA EA SPORTS,Rayo Vallecano
p234779,Caro,Spain,LALIGA HYPERMOTION,Cádiz CF
p219174,Carrera,Argentina,Sudamericana,Lanús
p205976,Léo Baptistão,Brazil,LALIGA HYPERMOTION,UD Almería
p256725,Fábio Carvalho,Portugal,Premier League,Brentford
p255471,Vitor Carvalho,Brazil,Liga Portugal,SC Braga
p215071,Casco,Argentina,Libertadores,River Plate
p268756,Casiraghi,Italy,Serie BKT,Südtirol
p231862,Castro,Colombia,Libertadores,Millonarios
p210455,Jonny,Spain,Hellas Liga,PAOK FC
p214990,Catalán,Chile,Libertadores,Talleres
p231667,Cataño,Colombia,Libertadores,Millonarios
p216860,Černý,Czech Republic,Scottish Prem,Rangers
p238490,Chair,Morocco,EFL Championship,QPR
p269456,Cham,Austria,Trendyol Süper Lig,Trabzonspor
p205989,Chambers,England,EFL Championship,Cardiff City
p268511,Cheddira,Morocco,LALIGA EA SPORTS,RCD Espanyol
p256476,Cho,France,Ligue 1 McDonald's,OGC Nice
p244793,Chorý,Czech Republic,Česká Liga,Slavia Praha
p274906,Chytil,Czech Republic,Česká Liga,Slavia Praha
p250858,Ciss,Senegal,LALIGA EA SPORTS,Rayo Vallecano
p207554,Claesson,Sweden,3F Superliga,F.C. København
p190456,Clyne,England,Premier League,Crystal Palace
p202048,Coady,England,Premier League,Leicester City
p244399,Cognat,France,CSSL,Servette FC
p180216,Coleman,Republic of Ireland,Premier League,Everton
p245461,Colidio,Argentina,Libertadores,River Plate
p226536,Colley,Gambia,Hellas Liga,PAOK FC
p236507,Conechny,Argentina,LALIGA EA SPORTS,D. Alavés
p215330,Correa,Argentina,Serie A Enilive,Lombardia FC
p215086,Cortés,Chile,Libertadores,Colo-Colo
p243923,Costa,Cape Verde Islands,LALIGA EA SPORTS,Villarreal CF
p230107,Coulibaly,Mali,Serie A Enilive,Lecce
p205659,Cragno,Italy,Serie A Enilive,Monza
p189615,Cresswell,England,Premier League,West Ham
p222429,Cubas,Paraguay,MLS,Whitecaps FC
p237522,Jorge Cuenca,Spain,Premier League,Fulham
p237715,Cutrone,Italy,Serie A Enilive,Como
p254579,Da Cunha,France,Serie A Enilive,Como
p242818,Dahmen,Germany,Bundesliga,FC Augsburg
p241202,Daka,Zambia,Premier League,Leicester City
p252017,Daniliuc,Austria,Serie A Enilive,Hellas Verona
p246459,Daramy,Denmark,Ligue 1 McDonald's,Stade de Reims
p210950,De Blasis,Argentina,Primera División,Gimnasia
p251681,Maracás,Brazil,Liga Portugal,Moreirense FC
p246045,De la Vega,Argentina,MLS,Sounders FC
p277537,Natan,Brazil,LALIGA EA SPORTS,Real Betis
p262929,Vinicius Souza,Brazil,EFL Championship,Sheffield Utd
p239361,de Wit,Holland,Bundesliga,VfL Bochum 1848
p201043,Dejaegere,Belgium,1A Pro League,KV Kortrijk
p255472,Pedrinho,Brazil,Ukrayina Liha,Shakhtar Donetsk
p205756,Denswil,Suriname,Trendyol Süper Lig,Trabzonspor
p225293,Diallo,Senegal,ROSHN Saudi League,Damac FC
p231867,Díaz,Panama,Sudamericana,U. Católica
p189454,Díaz,Ecuador,Primera División,Banfield
p214777,Díaz,Argentina,Sudamericana,Lanús
p255928,Diomande,Côte d'Ivoire,Scottish Prem,Rangers
p268534,Diouf,France,Ligue 1 McDonald's,RC Lens
p237586,Dossena,Italy,Serie A Enilive,Como
p269509,Douděra,Czech Republic,Česká Liga,Slavia Praha
p261478,Douvikas,Greece,LALIGA EA SPORTS,RC Celta
p254120,Doyle,England,Premier League,Wolves
p222148,Duda,Slovakia,Serie A Enilive,Hellas Verona
p208535,Duncan,Ghana,Serie A Enilive,Venezia
p204513,Dupé,France,Ligue 1 McDonald's,OGC Nice
p247172,Durán,Colombia,Premier League,Aston Villa
p193881,Đuričić,Serbia,Hellas Liga,Panathinaikos
p273128,Durosinmi,Nigeria,Česká Liga,Viktoria Plzeň
p224213,Ebuehi,Nigeria,Serie A Enilive,Empoli
p221413,Echeverría,Chile,Primera División,Huracán
p216433,El Ghazi,Holland,EFL Championship,Cardiff City
p251532,Elia,Congo DR,CSSL,BSC Young Boys
p219391,Escalante,Argentina,LALIGA HYPERMOTION,Cádiz CF
p220383,Aarón,Spain,LALIGA HYPERMOTION,R. Oviedo
p192679,Escudero,Spain,LALIGA HYPERMOTION,RC Deportivo
p270857,Mateus Fernandes,Portugal,Premier League,Southampton
p262042,Estève,France,EFL Championship,Burnley
p169588,Evans,Northern Ireland,Premier League,Man Utd
p229862,Edu Expósito,Spain,LALIGA EA SPORTS,RCD Espanyol
p264432,Ezzalzouli,Morocco,LALIGA EA SPORTS,Real Betis
p201303,Falk,Denmark,3F Superliga,F.C. København
p256287,Farías,Argentina,MLS,Inter Miami CF
p226671,Fattori,Argentina,Primera División,Huracán
p270301,Peque,Spain,LALIGA EA SPORTS,Sevilla FC
p259608,Ferguson,Republic of Ireland,Premier League,Brighton
p234999,Jean,Brazil,Libertadores,Cerro Porteño
p225289,Fernández,Argentina,Sudamericana,Belgrano
p239373,Flemming,Holland,EFL Championship,Burnley
p200630,Forrest,Scotland,Scottish Prem,Celtic
p70822,Gabriel Pec,Brazil,MLS,LA Galaxy
p203177,Foulquier,France,LALIGA EA SPORTS,Valencia CF
p240526,Fouzair,Morocco,ROSHN Saudi League,Al Raed
p212153,Gagliardini,Italy,Serie A Enilive,Monza
p253354,Galíndez,Ecuador,Primera División,Huracán
p244717,Gallo,Italy,Serie A Enilive,Lecce
p274266,García Basso,Argentina,Sudamericana,Racing Club
p253416,Raúl García,Spain,LALIGA EA SPORTS,CA Osasuna
p215569,Unai García,Spain,LALIGA EA SPORTS,CA Osasuna
p192678,Kike García,Spain,LALIGA EA SPORTS,D. Alavés
p208861,Gastien,France,Ligue 2 BKT,Clermont Foot 63
p235526,Geiger,Germany,Bundesliga,TSG Hoffenheim
p210327,Gianniotis,Greece,Trendyol Süper Lig,Kasımpaşa
p236533,Glatzel,Germany,Bundesliga 2,Hamburger SV
p258906,Gnonto,Italy,EFL Championship,Leeds United
p224396,Gómez Andrade,Colombia,MLS,Sounders FC
p241811,Sergio Gómez,Spain,LALIGA EA SPORTS,Real Sociedad
p209888,Goodwin,Australia,ROSHN Saudi League,Al Wehda
p226129,Gorenc Stanković,Slovenia,Ö. Bundesliga,SK Sturm Graz
p239550,Gravillon,France,Trendyol Süper Lig,Adana Demirspor
p228336,Grillitsch,Austria,Bundesliga,TSG Hoffenheim
p177922,Grosicki,Poland,PKO BP Ekstraklasa,Pogoń Szczecin
p272612,Gruda,Germany,Premier League,Brighton
p236822,Gudmundsson,Sweden,Ligue 1 McDonald's,LOSC Lille
p258444,Guessand,Côte d'Ivoire,Ligue 1 McDonald's,OGC Nice
p235955,Guitane,Algeria,Liga Portugal,SC Braga
p216325,Gunn,Scotland,EFL Championship,Norwich
p238126,Guridi,Spain,LALIGA EA SPORTS,D. Alavés
p220491,Gyasi,Ghana,Serie A Enilive,Empoli
p211879,Haberer,Germany,Bundesliga,Union Berlin
p233053,Hadžiahmetović,Bosnia and Herzegovina,Trendyol Süper Lig,Çaykur Rizespor
p226568,Hagi,Romania,Scottish Prem,Rangers
p201955,Haïdara,Mali,Ligue 1 McDonald's,Stade Brestois 29
p226517,Hajradinović,Bosnia and Herzegovina,Trendyol Süper Lig,Kasımpaşa
p262088,Haraldsson,Iceland,Ligue 1 McDonald's,LOSC Lille
p234239,Hein,France,Ligue 2 BKT,FC Metz
p259163,Hilgers,Indonesia,Eredivisie,FC Twente
p190243,Hitz,Switzerland,CSSL,FC Basel 1893
p246656,Holm,Sweden,Serie A Enilive,Bologna
p188154,Holtby,Germany,Bundesliga,Holstein Kiel
p276646,Hranáč,Czech Republic,Bundesliga,TSG Hoffenheim
p244791,Hrošovský,Slovakia,1A Pro League,KRC Genk
p206516,Hughes,England,Premier League,Crystal Palace
p260145,Hutchinson,England,Premier League,Ipswich
p210864,Hysaj,Albania,Serie A Enilive,Latium
p189560,Iborra,Spain,LALIGA HYPERMOTION,Levante UD
p260178,Juan Iglesias,Spain,LALIGA EA SPORTS,Getafe CF
p225719,Iheanacho,Nigeria,LALIGA EA SPORTS,Sevilla FC
p195859,Ings,England,Premier League,West Ham
p211378,Irvine,Australia,Bundesliga,FC St. Pauli
p214766,Izquierdoz,Argentina,Sudamericana,Lanús
p216145,Izzo,Italy,Serie A Enilive,Monza
p246070,Iván Jaime,Spain,Liga Portugal,FC Porto
p252293,Jakobs,Senegal,Trendyol Süper Lig,Galatasaray
p215202,Janson,Argentina,Sudamericana,Boca Juniors
p269511,Jedlička,Czech Republic,Česká Liga,Viktoria Plzeň
p215930,Jedvaj,Croatia,Hellas Liga,Panathinaikos
p234889,Jensen,Finland,Bundesliga,FC Augsburg
p241494,Jenz,Germany,Bundesliga,1. FSV Mainz 05
p204838,Jiménez,Mexico,Premier League,Fulham
p241643,Johansson,Sweden,EFL Championship,Stoke City
p204152,Jønsson,Denmark,Hellas Liga,AEK Athens
p213189,Joo Min Kyu,Korea Republic,K League 1,Ulsan Hyundai
p199904,Joronen,Finland,Serie A Enilive,Venezia
p269510,Jurečka,Czech Republic,Česká Liga,Slavia Praha
p265800,Jutglà,Spain,1A Pro League,Club Brugge
p251221,Kalvach,Czech Republic,Česká Liga,Viktoria Plzeň
p213654,Kamara,Finland,Ligue 1 McDonald's,Stade Rennais FC
p234870,Karaca,Turkey,Trendyol Süper Lig,Alanyaspor
p237109,Karavaiev,Ukraine,Ukrayina Liha,Dynamo Kyiv
p220971,Keïta,Guinea,Bundesliga,SV Werder Bremen
p245058,Kiteishvili,Georgia,Ö. Bundesliga,SK Sturm Graz
p242998,Klauss,Brazil,MLS,St. Louis CITY SC
p192955,Klich,Poland,MLS,D.C. United
p203030,Knoche,Germany,Bundesliga 2,1. FC Nürnberg
p270077,Koulierakis,Greece,Bundesliga,VfL Wolfsburg
p247028,Král,Czech Republic,LALIGA EA SPORTS,RCD Espanyol
p208335,Kübler,Germany,Bundesliga,SC Freiburg
p245426,Kumbulla,Albania,LALIGA EA SPORTS,RCD Espanyol
p176009,Kums,Belgium,1A Pro League,KAA Gent
p223058,Kuzyaev,Russia,Ligue 1 McDonald's,Havre AC
p180819,Lallana,England,Premier League,Southampton
p236498,Lammers,Holland,Eredivisie,FC Twente
p244318,Lapoussin,Madagascar,1A Pro League,R. Union St.-G.
p230727,Larsonneur,France,Ligue 1 McDonald's,AS Saint-Étienne
p268896,Larsson,Sweden,Bundesliga,Frankfurt
p232008,Toni Lato,Spain,LALIGA EA SPORTS,RCD Mallorca
p212127,Lazović,Serbia,Serie A Enilive,Hellas Verona
p210941,Lee Chang Geun,Korea Republic,K League 1,Daejeon
p245054,Lee Dong Kyeong,Korea Republic,K League 1,Gimcheon Sangmu
p252448,Leweling,Germany,Bundesliga,VfB Stuttgart
p211408,Linetty,Poland,Serie A Enilive,Torino
p207494,Lingard,England,K League 1,FC Seoul
p258208,Lingr,Czech Republic,Česká Liga,Slavia Praha
p240916,Ljubičić,Austria,Bundesliga 2,1. FC Köln
p248466,Llinás,Colombia,Libertadores,Millonarios
p222286,Lloris,France,Ligue 1 McDonald's,Havre AC
p242342,Lódico,Argentina,Primera División,Instituto
p216336,Lodygin,Russia,Hellas Liga,Panathinaikos
p221587,Lolley,England,A-League,Sydney FC
p270068,Cadu,Brazil,Česká Liga,Viktoria Plzeň
p222390,Unai López,Spain,LALIGA EA SPORTS,Rayo Vallecano
p248231,López Muñoz,Argentina,MLS,SJ Earthquakes
p199288,Losilla,France,Bundesliga,VfL Bochum 1848
p195086,Lovren,Croatia,Ligue 1 McDonald's,OL
p200746,Lundstram,England,Trendyol Süper Lig,Trabzonspor
p233230,Mac Allister,Argentina,1A Pro League,R. Union St.-G.
p232873,Machida,Japan,1A Pro League,R. Union St.-G.
p246321,Maeda,Japan,Scottish Prem,Celtic
p236368,Maggiore,Italy,Serie BKT,Salernitana
p208522,Magnússon,Iceland,Hellas Liga,Panathinaikos
p226012,Manning,Republic of Ireland,Premier League,Southampton
p259273,Marchiori,Argentina,Primera División,Vélez Sarsfield
p215057,Marcone,Argentina,Primera División,Independiente
p241985,Pep Biel,Spain,MLS,Charlotte FC
p211784,Maupay,France,Ligue 1 McDonald's,OM
p242195,McKenzie,United States,Ligue 1 McDonald's,Toulouse FC
p227978,Mehlem,Germany,EFL Championship,Hull City
p252837,Nico Melamed,Spain,LALIGA HYPERMOTION,UD Almería
p234835,Domingos Duarte,Portugal,LALIGA EA SPORTS,Getafe CF
p253465,Mengi,England,EFL Championship,Luton Town
p242656,Meslier,France,EFL Championship,Leeds United
p212692,Rony Lopes,Portugal,Trendyol Süper Lig,Alanyaspor
p237496,Mihailovic,United States,MLS,Colorado Rapids
p254789,Mijnans,Holland,Eredivisie,AZ
p271800,Minteh,Gambia,Premier League,Brighton
p269953,Miovski,North Macedonia,LALIGA EA SPORTS,Girona FC
p268802,Miretti,Italy,Serie A Enilive,Genoa
p231007,Mišić,Croatia,Liga Hrvatska,Dinamo Zagreb
p209547,Mitrović,Serbia,1A Pro League,KAA Gent
p245157,Stoichkov,Spain,LALIGA EA SPORTS,D. Alavés
p229980,Montes,Mexico,LALIGA HYPERMOTION,UD Almería
p231873,Joni Montiel,Spain,LALIGA EA SPORTS,Rayo Vallecano
p221714,Morelos,Colombia,Liga Colombia,Atl. Nacional
p241856,Manu Morlanes,Spain,LALIGA EA SPORTS,RCD Mallorca
p213152,Morris,England,EFL Championship,Luton Town
p256669,Moumbagna,Cameroon,Ligue 1 McDonald's,OM
p261195,Muçi,Albania,Trendyol Süper Lig,Beşiktaş
p243526,Müldür,Turkey,Trendyol Süper Lig,Fenerbahçe
p208375,Müller,Germany,Bundesliga,VfL Wolfsburg
p246748,Aihen Muñoz,Spain,LALIGA EA SPORTS,Real Sociedad
p226157,Javi Muñoz,Spain,LALIGA EA SPORTS,UD Las Palmas
p211857,Alex Muñoz,Spain,LALIGA EA SPORTS,UD Las Palmas
p210313,Murg,Austria,Hellas Liga,PAOK FC
p237841,Murillo,Panama,Ligue 1 McDonald's,OM
p216275,Mwene,Austria,Bundesliga,1. FSV Mainz 05
p222994,Nakamba,Zimbabwe,EFL Championship,Luton Town
p242914,Nakamura,Japan,Ligue 1 McDonald's,Stade de Reims
p225206,Narey,Germany,ROSHN Saudi League,Al Khaleej
p256781,Netz,Germany,Bundesliga,M'gladbach
p253287,Neves,Uruguay,Libertadores,Estudiantes
p223905,Ng,England,EFL Championship,Cardiff City
p236690,Ngadeu,Cameroon,CSL,Beijing FC
p236518,Nordin,France,Ligue 1 McDonald's,Montpellier
p268763,Nuamah,Ghana,Ligue 1 McDonald's,OL
p200752,Juan Jesus,Brazil,Serie A Enilive,SSC Napoli
p238058,O'Hare,England,EFL Championship,Sheffield Utd
p235405,O'Shea,Republic of Ireland,Premier League,Ipswich
p242635,Ogbu,Nigeria,Česká Liga,Slavia Praha
p233732,Okereke,Nigeria,Trendyol Süper Lig,Gaziantep
p257288,Okoye,Nigeria,Serie A Enilive,Udinese
p253073,Okumu,Kenya,Ligue 1 McDonald's,Stade de Reims
p241629,Rogério,Brazil,Bundesliga,VfL Wolfsburg
p207557,Olsen,Sweden,Premier League,Aston Villa
p206114,Olsson,Sweden,3F Superliga,FC Midtjylland
p236629,Operi,Côte d'Ivoire,Ligue 1 McDonald's,Havre AC
p273564,Orban,Nigeria,Ligue 1 McDonald's,OL
p224811,Ordets,Ukraine,Bundesliga,VfL Bochum 1848
p221174,Oršić,Croatia,Trendyol Süper Lig,Trabzonspor
p250931,Osterhage,Germany,Bundesliga,SC Freiburg
p224428,Otero,Colombia,LALIGA HYPERMOTION,R. Sporting
p265552,Ouattara,Burkina Faso,Premier League,AFC Bournemouth
p200094,Ozdoev,Russia,Hellas Liga,PAOK FC
p278069,Palma,Honduras,Scottish Prem,Celtic
p224874,Pellegrino,Norway,MLS,SJ Earthquakes
p228505,Pentz,Austria,3F Superliga,Brøndby IF
p239881,Danilo,Brazil,Scottish Prem,Rangers
p190156,Rubén Pérez,Spain,Hellas Liga,Panathinaikos
p231318,Perraud,France,LALIGA EA SPORTS,Real Betis
p243449,Perrin,France,Bundesliga 2,Hamburger SV
p223113,Piątek,Poland,Trendyol Süper Lig,Başakşehir
p246836,Pieper,Germany,Bundesliga,SV Werder Bremen
p247249,Piroe,Holland,EFL Championship,Leeds United
p252060,Pobega,Italy,Serie A Enilive,Bologna
p242655,Ponceau,France,Ligue 2 BKT,FC Lorient
p263041,Prass,Austria,Bundesliga,TSG Hoffenheim
p253727,Provod,Czech Republic,Česká Liga,Slavia Praha
p190362,Pukki,Finland,MLS,Minnesota United
p209620,Rahman,Ghana,Hellas Liga,PAOK FC
p205207,Ramírez,Ecuador,Magyar Liga,Ferencvárosi TC
p256161,Ramírez,Ecuador,Libertadores,IDV
p186561,Ramsey,Wales,EFL Championship,Cardiff City
p240777,Ranieri,Italy,Serie A Enilive,Fiorentina
p214769,Rasmussen,Argentina,Primera División,Godoy Cruz
p269622,Redondo,Argentina,MLS,Inter Miami CF
p257919,Reitz,Germany,Bundesliga,M'gladbach
p240193,Rexhbeçaj,Kosovo,Bundesliga,FC Augsburg
p259306,Rieder,Switzerland,Bundesliga,VfB Stuttgart
p191627,Rits,Belgium,1A Pro League,RSC Anderlecht
p265628,Riznyk,Ukraine,Ukrayina Liha,Shakhtar Donetsk
p222461,Rochinha,Portugal,Liga Portugal,FC Famalicão
p222951,Rodák,Slovakia,ROSHN Saudi League,Ettifaq FC
p239335,Óscar,Spain,LALIGA EA SPORTS,CD Leganés
p240796,Roffo,Argentina,Primera División,Instituto
p234730,Rosier,France,LALIGA EA SPORTS,CD Leganés
p202562,Roussillon,France,Bundesliga,Union Berlin
p204538,Ruidíaz,Peru,MLS,Sounders FC
p234488,Rygaard,Denmark,Allsvenskan,BK Häcken
p270046,Sadílek,Czech Republic,Česká Liga,Sparta Praha
p246548,Sahraoui,Morocco,Ligue 1 McDonald's,LOSC Lille
p198143,Samu Sáiz,Spain,Trendyol Süper Lig,Eyüpspor
p235424,Samassékou,Mali,Bundesliga,TSG Hoffenheim
p251615,Francisco Moura,Portugal,Liga Portugal,FC Porto
p245238,Javi Sánchez,Spain,LALIGA EA SPORTS,R. Valladolid CF
p252327,Manu Sánchez,Spain,LALIGA EA SPORTS,D. Alavés
p201858,Sansone,Italy,Serie A Enilive,Lecce
p242075,Sargent,United States,EFL Championship,Norwich
p263893,Sâyoud,Algeria,ROSHN Saudi League,Al Raed
p278013,Sazonov,Georgia,Serie A Enilive,Empoli
p243133,Scally,United States,Bundesliga,M'gladbach
p247026,Schäfer,Hungary,Bundesliga,Union Berlin
p198177,Schenkeveld,Holland,Hellas Liga,Panathinaikos
p215522,Schlager,Austria,Ö. Bundesliga,RB Salzburg
p263287,Schranz,Slovakia,Česká Liga,Slavia Praha
p209987,Schuhen,Germany,Bundesliga 2,SV Darmstadt 98
p204688,Schwab,Austria,Hellas Liga,PAOK FC
p261299,Scott,England,Premier League,AFC Bournemouth
p204349,Šehić,Bosnia and Herzegovina,ROSHN Saudi League,Al Khaleej
p257946,Seidu,Ghana,Ligue 1 McDonald's,Stade Rennais FC
p235883,Sessegnon,England,Premier League,Fulham
p247030,Ševčík,Czech Republic,Česká Liga,Slavia Praha
p221658,Sharahili,Saudi Arabia,ROSHN Saudi League,Al Ittihad
p215135,Sigali,Argentina,Sudamericana,Racing Club
p247122,Sikan,Ukraine,Ukrayina Liha,Shakhtar Donetsk
p198653,Silva,Uruguay,Libertadores,Libertad
p225733,Cesinha,Brazil,K League 1,Daegu FC
p259816,Sima,Senegal,Ligue 1 McDonald's,Stade Brestois 29
p192636,David Simão,Portugal,Liga Portugal,Arouca
p231089,Sissoko,Mali,Bundesliga,VfL Bochum 1848
p222464,Sivera,Spain,LALIGA EA SPORTS,D. Alavés
p257502,Smal,Holland,Eredivisie,Feyenoord
p208622,Rubén Sobrino,Spain,LALIGA HYPERMOTION,Cádiz CF
p256509,Solari,Argentina,Libertadores,River Plate
p234790,Juan Soriano,Spain,LALIGA EA SPORTS,CD Leganés
p143121,Sosa,Argentina,Libertadores,Estudiantes
p212213,Ricardo Esgaio,Portugal,Liga Portugal,Sporting CP
p212516,Souttar,Scotland,Scottish Prem,Rangers
p220821,Starfelt,Sweden,LALIGA EA SPORTS,RC Celta
p212977,Stark,Germany,Bundesliga,SV Werder Bremen
p212151,Strakosha,Albania,Hellas Liga,AEK Athens
p239360,Struijk,Holland,EFL Championship,Leeds United
p258775,Sučić,Croatia,LALIGA EA SPORTS,Real Sociedad
p190276,Sunzu,Zambia,CSL,Changchun Yatai
p255233,Suslov,Slovakia,Serie A Enilive,Hellas Verona
p253170,Szalai,Hungary,Bundesliga,TSG Hoffenheim
p223779,Szymański,Poland,Hellas Liga,AEK Athens
p213388,Tait,France,Trendyol Süper Lig,Samsunspor
p218659,Targett,England,Premier League,Newcastle Utd
p255009,Taylor,Holland,Eredivisie,Ajax
p226508,Taylor,Scotland,Scottish Prem,Celtic
p240953,Tenaglia,Argentina,LALIGA EA SPORTS,D. Alavés
p259065,Arnau Tenas,Spain,Ligue 1 McDonald's,Paris SG
p214169,Tesillo,Colombia,Liga Colombia,Atl. Nacional
p233216,Tietz,Germany,Bundesliga,FC Augsburg
p224069,Toko Ekambi,Cameroon,ROSHN Saudi League,Ettifaq FC
p256632,Luis Henrique,Brazil,Ligue 1 McDonald's,OM
p267976,Pablo Torre,Spain,LALIGA EA SPORTS,FC Barcelona
p256136,Torres,Uruguay,MLS,Orlando City
p236947,Torunarigha,Nigeria,1A Pro League,KAA Gent
p192991,Tosun,Turkey,Trendyol Süper Lig,Fenerbahçe
p245694,Traoré,Mali,Magyar Liga,Ferencvárosi TC
p254502,Turati,Italy,Serie A Enilive,Monza
p233267,Turner,United States,Premier League,Crystal Palace
p220528,Tutino,Italy,Serie BKT,Sampdoria
p252162,Ueda,Japan,Eredivisie,Feyenoord
p236657,Ugrinic,Switzerland,CSSL,BSC Young Boys
p186569,Ulreich,Germany,Bundesliga,FC Bayern München
p251356,Vallys,Denmark,3F Superliga,Brøndby IF
p251626,van Ewijk,Holland,EFL Championship,Coventry City
p184457,van Wolfswinkel,Holland,Eredivisie,FC Twente
p271541,Vanat,Ukraine,Ukrayina Liha,Dynamo Kyiv
p251530,Nuno Tavares,Portugal,Serie A Enilive,Latium
p244349,Vásquez,Mexico,Serie A Enilive,Genoa
p247328,Unai Vencedor,Spain,LALIGA HYPERMOTION,R. Racing Club
p260020,Vertessen,Belgium,Bundesliga,Union Berlin
p181872,Vidal,Chile,Libertadores,Colo-Colo
p203535,Vilhena,Holland,Hellas Liga,Panathinaikos
p229517,Toni Villa,Spain,LALIGA HYPERMOTION,SD Eibar
p222572,Iván Villar,Spain,LALIGA EA SPORTS,RC Celta
p211990,Vlachodimos,Greece,Premier League,Newcastle Utd
p205970,Wallace,England,EFL Championship,West Brom
p172522,Wass,Denmark,3F Superliga,Brøndby IF
p246826,Watanabe,Japan,1A Pro League,KAA Gent
p241496,Weah,United States,Serie A Enilive,Juventus
p189280,Westwood,England,MLS,Charlotte FC
p225071,Whiteman,England,EFL Championship,Preston
p252796,Whittaker,England,EFL Championship,Plymouth Argyle
p216158,Widmer,Switzerland,Bundesliga,1. FSV Mainz 05
p260658,Wooh,Cameroon,Ligue 1 McDonald's,Stade Rennais FC
p230708,Worrall,England,EFL Championship,Burnley
p240702,Yaremchuk,Ukraine,Hellas Liga,Olympiacos FC
p252208,Yılmaz,Turkey,Scottish Prem,Rangers
p205201,Yokuşlu,Turkey,Trendyol Süper Lig,Trabzonspor
p264330,Zafeiris,Norway,Česká Liga,Slavia Praha
p264701,Zakharyan,Russia,LALIGA EA SPORTS,Real Sociedad
p220132,Zaldúa,Spain,LALIGA HYPERMOTION,Cádiz CF
p232670,Zampedri,Argentina,Sudamericana,Uni. Católica
p236369,Zesiger,Switzerland,Bundesliga,VfL Wolfsburg
p215155,Zuqui,Argentina,Sudamericana,Uni. Católica
p240060,Aarons,England,Premier League,AFC Bournemouth
p247361,Aaronson,United States,EFL Championship,Leeds United
p253276,Abascal,Uruguay,Liga Portugal,Boavista FC
p246297,Abdelli,Algeria,Ligue 1 McDonald's,Angers SCO
p229082,Abildgaard,Denmark,Serie BKT,Pisa
p235360,Ache,Germany,Bundesliga 2,Kaiserslautern
p263672,Achouri,Tunisia,3F Superliga,F.C. København
p242336,Aguado,Spain,LALIGA EA SPORTS,RCD Espanyol
p230685,Akbaba,Turkey,Trendyol Süper Lig,Eyüpspor
p265578,Ilias,Morocco,LALIGA EA SPORTS,Villarreal CF
p222825,Akolo,Congo DR,CSSL,FC St. Gallen
p205343,Akpa Akpro,Côte d'Ivoire,Serie A Enilive,Latium
p233113,Aleñá,Spain,LALIGA EA SPORTS,Getafe CF
p139068,Nani,Portugal,Liga Portugal,Estrela Amadora
p242081,Almendra,Argentina,Sudamericana,Racing Club
p188938,Álvarez,Argentina,LALIGA HYPERMOTION,Real Zaragoza
p211382,Amadou,France,CSL,Shanghai Shenhua
p229010,Amallah,Morocco,LALIGA EA SPORTS,R. Valladolid CF
p234948,Amani,Côte d'Ivoire,1A Pro League,R. Union St.-G.
p262642,Amdouni,Switzerland,Liga Portugal,SL Benfica
p199986,Arbilla,Spain,LALIGA HYPERMOTION,SD Eibar
p273843,Arce,Paraguay,Libertadores,LDU Quito
p239614,Areso,Spain,LALIGA EA SPORTS,CA Osasuna
p231044,Aribo,Nigeria,Premier League,Southampton
p226405,Arregui,Argentina,Libertadores,Alianza Lima
p262659,Atubolu,Germany,Bundesliga,SC Freiburg
p264001,Aydın,Turkey,Trendyol Süper Lig,Fenerbahçe
p257073,Tiago Tomás,Portugal,Bundesliga,VfL Wolfsburg
p201144,Badelj,Croatia,Serie A Enilive,Genoa
p237960,Mama Baldé,Guinea-Bissau,Ligue 1 McDonald's,Stade Brestois 29
p272500,Baleba,Cameroon,Premier League,Brighton
p243908,Ballard,Northern Ireland,EFL Championship,Sunderland
